Age,Job,MaritalStatus,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,PDays,Previous,POutcome,Deposit
39,blue-collar,married,primary,no,20,yes,no,unknown,7,may,109,1,-1,0,unknown,1
49,blue-collar,married,secondary,no,90,yes,no,unknown,7,may,127,1,-1,0,unknown,1
52,admin.,married,secondary,no,31,yes,no,unknown,7,may,120,1,-1,0,unknown,1
27,management,single,tertiary,no,134,yes,yes,unknown,7,may,68,3,-1,0,unknown,1
26,services,married,secondary,no,0,yes,no,unknown,7,may,180,2,-1,0,unknown,1
40,blue-collar,married,secondary,no,61,yes,no,unknown,7,may,112,3,-1,0,unknown,1
47,blue-collar,married,secondary,yes,-5,yes,no,unknown,7,may,444,1,-1,0,unknown,1
31,services,single,secondary,no,-45,no,no,unknown,7,may,246,2,-1,0,unknown,1
53,blue-collar,single,secondary,no,156,yes,yes,unknown,7,may,259,4,-1,0,unknown,1
31,services,married,secondary,no,564,yes,no,unknown,7,may,223,3,-1,0,unknown,1
33,admin.,married,secondary,no,-6,yes,no,unknown,7,may,566,2,-1,0,unknown,1
35,services,married,secondary,no,528,no,no,unknown,7,may,274,2,-1,0,unknown,1
46,entrepreneur,married,unknown,no,1481,yes,no,unknown,7,may,49,3,-1,0,unknown,1
31,management,married,secondary,no,2019,no,no,unknown,7,may,380,2,-1,0,unknown,1
35,technician,single,secondary,no,1855,yes,no,unknown,7,may,138,1,-1,0,unknown,1
29,management,married,secondary,no,147,yes,yes,unknown,7,may,376,2,-1,0,unknown,1
51,technician,married,secondary,no,220,yes,no,unknown,7,may,421,2,-1,0,unknown,1
33,blue-collar,married,primary,no,198,yes,no,unknown,7,may,121,2,-1,0,unknown,1
37,management,married,tertiary,no,115,no,no,unknown,7,may,36,1,-1,0,unknown,1
43,admin.,single,unknown,no,87,yes,no,unknown,7,may,328,2,-1,0,unknown,1
42,technician,married,tertiary,no,644,yes,no,unknown,7,may,19,1,-1,0,unknown,1
28,blue-collar,married,secondary,no,225,yes,yes,unknown,7,may,866,2,-1,0,unknown,1
57,retired,married,secondary,no,502,yes,no,unknown,7,may,229,3,-1,0,unknown,1
38,services,married,secondary,no,-32,yes,no,unknown,7,may,154,2,-1,0,unknown,1
39,blue-collar,married,primary,no,106,yes,no,unknown,7,may,56,1,-1,0,unknown,1
36,technician,married,tertiary,no,301,yes,no,unknown,7,may,1581,2,-1,0,unknown,1
57,retired,married,tertiary,no,906,yes,no,unknown,7,may,117,1,-1,0,unknown,1
44,management,married,unknown,no,187,yes,no,unknown,7,may,185,1,-1,0,unknown,1
48,services,divorced,secondary,no,852,yes,yes,unknown,7,may,202,1,-1,0,unknown,1
46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,279,1,-1,0,unknown,1
43,admin.,married,secondary,no,71,no,no,unknown,7,may,180,5,-1,0,unknown,1
49,services,married,secondary,no,1496,yes,no,unknown,7,may,218,4,-1,0,unknown,1
29,services,single,secondary,no,703,yes,no,unknown,7,may,129,5,-1,0,unknown,1
53,blue-collar,married,secondary,no,732,yes,no,unknown,7,may,530,2,-1,0,unknown,1
30,services,single,secondary,no,21,yes,no,unknown,7,may,104,2,-1,0,unknown,1
41,management,divorced,secondary,no,276,yes,no,unknown,7,may,60,1,-1,0,unknown,1
33,technician,married,secondary,no,0,yes,no,unknown,7,may,432,1,-1,0,unknown,1
47,blue-collar,married,primary,no,550,yes,no,unknown,7,may,113,1,-1,0,unknown,1
58,retired,married,secondary,no,268,yes,no,unknown,7,may,516,1,-1,0,unknown,1
31,unemployed,married,secondary,no,-825,yes,no,unknown,7,may,179,2,-1,0,unknown,1
38,admin.,single,secondary,no,137,yes,yes,unknown,7,may,125,2,-1,0,unknown,1
60,retired,married,secondary,no,42,yes,yes,unknown,7,may,386,2,-1,0,unknown,1
33,management,single,tertiary,no,54,no,no,unknown,7,may,262,2,-1,0,unknown,1
33,unemployed,single,tertiary,no,1716,yes,no,unknown,7,may,396,2,-1,0,unknown,1
52,admin.,married,primary,no,270,yes,no,unknown,7,may,294,2,-1,0,unknown,1
42,blue-collar,married,primary,no,803,yes,no,unknown,7,may,171,2,-1,0,unknown,1
30,technician,single,secondary,no,102,yes,no,unknown,7,may,614,2,-1,0,unknown,1
33,entrepreneur,divorced,tertiary,no,188,yes,no,unknown,7,may,118,3,-1,0,unknown,1
46,admin.,divorced,secondary,no,207,yes,no,unknown,7,may,485,4,-1,0,unknown,1
51,blue-collar,married,primary,no,1466,yes,no,unknown,7,may,406,2,-1,0,unknown,1
40,unemployed,single,secondary,no,350,yes,no,unknown,7,may,287,1,-1,0,unknown,1
50,admin.,married,secondary,no,159,yes,no,unknown,7,may,216,2,-1,0,unknown,1
42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,7,may,650,1,-1,0,unknown,1
38,technician,married,secondary,no,0,no,no,unknown,7,may,55,1,-1,0,unknown,1
36,admin.,single,primary,no,91,yes,no,unknown,7,may,371,2,-1,0,unknown,1
37,unemployed,divorced,primary,no,849,yes,no,unknown,7,may,166,1,-1,0,unknown,1
33,management,married,tertiary,no,436,yes,no,unknown,7,may,48,1,-1,0,unknown,1
38,blue-collar,single,secondary,no,-1,yes,no,unknown,7,may,72,1,-1,0,unknown,1
52,blue-collar,married,tertiary,no,297,yes,no,unknown,7,may,55,1,-1,0,unknown,1
29,blue-collar,married,secondary,no,313,yes,yes,unknown,7,may,144,1,-1,0,unknown,1
37,blue-collar,married,primary,no,310,yes,no,unknown,7,may,474,1,-1,0,unknown,1
34,admin.,married,secondary,no,475,yes,no,unknown,7,may,559,1,-1,0,unknown,1
43,blue-collar,married,primary,no,61,yes,no,unknown,7,may,261,1,-1,0,unknown,1
49,services,married,secondary,no,1377,yes,no,unknown,7,may,1101,1,-1,0,unknown,1
33,technician,single,secondary,no,56,no,no,unknown,7,may,236,2,-1,0,unknown,1
